timestamp,open,high,low,close,volume
1756108800000,858.93,864.69,850.85,854.96,148043.2
1756123200000,854.91,872.0,854.18,863.79,203123.02
1756137600000,863.8,870.68,853.68,854.19,142800.18
1756152000000,854.19,857.96,832.58,839.63,315749.58
1756166400000,839.63,850.37,830.08,844.97,155128.42
1756180800000,844.97,848.2,839.63,843.03,71136.83
1756195200000,843.03,845.5,839.84,842.09,68203.17
1756209600000,842.1,854.4,839.39,850.05,181268.33
1756224000000,850.05,861.57,849.72,861.14,80224.51
1756238400000,861.14,868.33,860.23,864.16,77729.94
1756252800000,864.17,864.92,857.06,862.55,92600.18
1756267200000,862.56,867.24,856.75,857.79,69169.71
1756281600000,857.8,860.64,853.41,859.69,60471.67
1756296000000,859.69,866.49,856.41,865.2,100837.64
1756310400000,865.2,867.5,858.87,861.02,59720.63
1756324800000,861.03,866.45,854.61,855.74,107323.19
1756339200000,855.75,864.98,851.54,864.85,89535.39
1756353600000,864.84,873.52,863.51,869.8,108694.92
1756368000000,869.79,874.8,865.76,874.68,71126.17
1756382400000,874.68,879.72,867.2,870.23,192018.6
1756396800000,870.23,882.21,863.91,869.16,318432.64
1756411200000,869.2,877.63,868.29,873.92,53714.96
1756425600000,873.92,878.53,872.4,873.69,68212.62
1756440000000,873.69,874.23,856.21,857.57,129353.67
1756454400000,857.56,861.4,850.56,854.97,148729.23
1756468800000,854.97,865.99,852.55,858.61,178780.67
1756483200000,858.61,861.3,853.21,858.64,83640.82
1756497600000,858.65,864.55,853.6,862.84,65015.08
1756512000000,862.85,862.92,852.57,860.95,72286.14
1756526400000,860.95,862.44,857.55,861.01,37627.74
1756540800000,861.01,861.8,858.85,860.74,26787.09
1756555200000,860.74,860.74,851.8,859.49,75611.65
1756569600000,859.49,859.62,856.5,859.27,29514.03
1756584000000,859.27,864.6,857.37,862.6,35209.81
1756598400000,862.6,865.16,859.92,863.62,75063.94
1756612800000,863.61,863.72,858.28,859.01,39386.41
1756627200000,859.0,861.84,857.32,860.47,36313.07
1756641600000,860.47,862.59,859.48,862.34,40429.82
1756656000000,862.34,867.75,861.44,865.1,73436.72
1756670400000,865.1,868.27,857.55,858.08,51671.17
1756684800000,858.09,866.0,854.08,856.84,134829.96
1756699200000,856.84,867.89,849.36,865.94,143321.44
1756713600000,865.93,869.72,851.23,852.48,215091.28
1756728000000,852.48,855.41,844.32,847.52,104389.18
1756742400000,847.53,849.77,844.19,849.74,64706.08
1756756800000,849.74,849.82,840.01,846.19,119203.15
1756771200000,846.18,854.76,843.85,852.86,74874.41
1756785600000,852.87,856.16,851.17,855.37,55849.33
1756800000000,855.37,857.0,847.34,848.34,94318.87
1756814400000,848.34,853.0,841.2,847.25,136108.75
1756828800000,847.25,851.82,846.09,850.44,44321.99
1756843200000,850.44,854.6,849.88,852.22,41370.89
1756857600000,852.22,854.46,849.16,851.84,44102.19
1756872000000,851.83,855.0,849.68,854.88,35580.03
1756886400000,854.87,855.65,852.49,854.33,35004.48
1756900800000,854.34,864.43,852.24,860.63,93959.6
1756915200000,860.62,862.77,857.24,857.58,52485.96
1756929600000,857.58,857.81,852.83,855.21,48814.34
